thread index,duration in microseconds,visited nodes
3,52880,103171
3,17439,41185
3,19773,47133
3,4312,10363
3,4583,12722
3,1068,3629
3,12,44
3,5889,17457
3,89,649
3,25374,66522
3,40,136
3,50,205
3,2758,7431
3,25,112
3,30,154
3,12,41
3,9830,25221
3,25,105
3,5709,16691
3,36,183
3,6902,23088
3,401,2427
3,4772,13629
3,5662,17408
3,20,138
3,8830,24844
3,59,322
3,34,173
3,4187,13860
3,21158,56550
3,2470,6644
3,31,125
3,5026,13569
3,6033,16730
3,17,71
3,380,3634
3,14,56
3,13057,33677
3,719,5569
3,9,34
3,68,460
4,43,78
4,74266,56082
4,9272,15072
4,6212,9282
4,173,515
4,14,33
4,268,989
4,30,84
4,4200,7627
4,12045,21066
4,39231,48286
4,8137,12154
4,88,209
4,576,1123
4,33396,44594
4,38,75
4,14,25
4,755,3104
4,129,483
4,36036,51274
4,0,1
4,13994,21090
4,14,23
4,998,3955
4,8,19
4,72859,86383
4,10,23
4,42645,58830
4,15091,22819
4,38900,48326
4,33903,51151
4,6911,12120
4,35074,51502
4,135,335
4,233,747
4,50317,74310
4,34,75
4,94,264
4,44,140
4,309,1103
4,9057,15238
4,7932,13202
4,4,5
4,25347,38125
4,39485,59282
4,54978,74601
4,13402,23045
4,17871,29783
4,83365,97730
4,17103,27472
4,0,1
4,6816,13220
4,56,171
4,48,164
4,75171,97826
4,49,101
4,924,3794
4,25569,15376
4,0,1
4,102,357
4,29,79
4,57950,67414
4,8374,14534
4,22,50
4,67,175
4,12973,19804
4,155,618
4,99,317
4,9,35
4,0,1
4,0,1
4,65187,87488
4,13,19
4,29656,44478
4,13,18
4,9206,15697
4,9193,15398
4,529,2066
4,49889,67332
4,14775,21500
4,22,63
4,41748,52141
4,48770,68955
4,17105,25897
4,14601,21893
4,56,128
4,4817,9537
4,81,246
4,170462,108923
4,24882,33426
4,17188,25122
4,336,1035
4,29946,40132
4,77,165
4,40058,58083
4,95711,110912
4,11948,17949
4,29,66
4,0,1
4,20,64
4,35364,44515
4,32798,43147
4,31038,39967
4,7850,13302
4,300,722
4,39736,50858
4,26,55
4,129,463
4,9607,15505
4,53,124
4,25519,35323
4,35685,52129
4,255,1013
4,30536,40357
4,4850,9273
4,25330,37688
4,47847,58010
4,15269,22763
4,16210,31310
4,57939,73224
4,36957,49145
4,101,214
4,29884,38990
4,32,67
4,167,591
4,39,130
4,23626,34298
4,4470,8539
4,356,1369
4,46767,61146
4,72,171
4,22,71
4,19792,28812
4,25288,35096
4,551,1719
4,145,722
4,51692,67734
4,18541,28935
4,39227,50284
4,176,489
4,331,1507
4,160,613
4,42,130
4,154,706
4,43731,56151
4,3810,6685
4,23,63
4,691,4037
4,824,2182
4,8728,14286
4,25405,33929
4,11779,19094
4,45,122
4,9751,15641
4,74,201
4,34239,44991
4,18383,25701
4,112,304
4,1326,6244
4,67,387
4,109522,113458
4,13726,19725
4,30,50
4,124,386
4,17,41
4,92,366
4,7109,11469
4,22,55
4,61,220
4,11711,19088
4,11532,16818
4,79,211
4,40,134
4,38802,47668
4,9132,14588
4,40958,49025
4,287,1095
4,9,24
4,13894,22483
4,58,145
4,7169,13221
4,10,25
4,20,42
4,52,119
4,37,144
4,20,39
4,3585,6618
4,11165,19112
4,845,3260
4,49283,61318
4,16397,25093
4,59,141
4,60,152
4,9887,15851
4,22924,32521
4,12554,20809
4,23,53
4,146,477
4,22,50
4,89361,104896
4,48,129
4,41,108
4,18982,28914
4,28256,40310
4,208,570
4,27512,38352
4,79943,94183
4,35,63
4,23670,32997
4,188,618
4,18223,26181
4,38821,51335
4,14952,23540
4,18676,28489
4,103,355
4,7,14
4,20,53
4,48961,60003
4,66,135
4,163,519
4,235,905
4,8,28
4,220,995
4,46,152
4,11,34
4,71177,89972
4,14255,20040
4,15726,23941
4,107,289
4,67,93
4,11355,18719
4,127,346
4,151,500
4,24311,32878
4,13080,20150
4,16105,23709
4,11533,17658
4,81,218
4,13938,22509
4,129,402
4,29922,41081
4,724,3266
4,8949,16642
4,15285,25298
4,430,1377
4,19,47
4,12746,18917
4,85,237
4,11,28
4,85,282
4,101,339
4,20040,26672
4,20746,28836
4,31,73
4,2739,5126
4,13127,20939
4,15506,21633
4,41440,51164
4,8798,12994
4,8819,14812
4,53,144
4,17769,25439
4,78,264
4,231,445
4,11512,15688
4,47,101
4,382,1467
4,123,281
4,23,79
4,11,24
4,203,1045
4,19475,27471
4,33,96
4,21208,29655
4,25346,33698
4,12913,21219
4,766,1453
4,7,21
4,38,57
4,61054,76617
4,46,94
4,37982,50408
4,9852,16193
4,9186,15633
4,16717,24709
4,57,184
4,19777,29304
4,11542,17853
4,17902,23748
4,195,572
4,104,335
4,16322,23878
4,87,225
4,10,25
4,80629,93297
4,1094,2061
4,40,178
4,41,117
4,0,1
4,70119,86227
4,34,78
4,89,237
4,7020,11749
4,18344,27785
4,27,62
4,35387,47820
4,30097,41752
4,37733,49349
4,0,1
4,596,1617
4,19802,28830
4,18,33
4,86,214
4,181,650
4,23,59
4,63,220
4,32,117
4,34,122
4,12508,20041
4,15449,22330
4,332,974
4,23,52
4,31049,45050
4,38258,45851
4,35484,44781
4,9733,15611
4,25995,36250
4,37778,48621
4,17,38
4,37991,49402
4,8,15
4,21,44
4,613,1627
4,47,145
4,30,82
4,4145,7595
4,152,660
4,7492,13169
4,79811,91754
4,8941,12829
4,8612,14246
4,40072,54045
4,26062,33700
4,16831,25265
4,28491,33695
4,40837,52674
4,11701,16347
4,860,3107
4,21214,27013
4,16180,18208
4,137,392
4,20819,29430
4,500,1628
4,90,322
4,17633,25377
4,56,115
4,0,1
4,9656,15735
4,36465,50558
4,51055,68825
4,11137,18502
4,30141,46624
4,67,163
4,8430,14292
4,5965,10266
4,45,112
4,26,82
4,18,90
4,9379,16150
4,20,45
4,28,78
4,39118,53866
4,552,1924
4,18201,27356
4,7095,12162
4,50,137
4,17361,25890
4,17071,25932
4,118,287
4,7194,12277
4,62,197
4,852,3504
4,79,305
4,6577,13925
4,16,37
4,37437,54085
4,96,220
4,56,151
4,44,115
4,10319,17083
4,10712,17766
4,165,430
4,10288,17192
4,78,278
4,194,777
4,2172,4481
4,15131,24088
4,71,162
4,50675,70082
4,32,72
4,18563,27654
4,249,654
4,10,31
4,17,39
4,31291,40903
4,55,113
4,18,39
4,73,250
4,198,676
4,212,1004
4,6944,12191
4,8960,15276
4,11951,20655
4,515,1743
4,70,361
4,34,135
4,21341,35134
4,1889,3777
4,29,74
4,230,815
4,55,201
4,108435,104808
4,715,3013
4,41841,55542
4,78,178
4,65,178
4,1,10
4,22650,34209
4,11102,19152
4,5,8
4,32496,43811
4,20805,31321
4,63,141
4,35037,49772
4,71024,90262
4,49611,65580
4,56,117
4,918,3526
4,0,1
4,57,182
4,30631,37223
4,35779,44062
4,26936,40031
4,97,205
4,4401,7868
4,69,183
4,14,33
4,41,100
4,26,89
4,37534,44604
4,3,4
4,2,6
4,3111,6259
4,0,1
4,103,336
4,373,1341
4,44,135
4,32625,45660
4,23854,33270
4,9204,16167
4,3,5
4,187,775
4,9818,16076
4,38417,50799
4,5798,9921
4,31163,47590
4,7274,12064
4,33576,45912
4,6007,10539
4,44999,57959
4,12,20
4,102,229
4,23,72
4,475,1066
4,31445,40366
4,41424,53437
4,15361,26138
4,24401,39121
4,29,73
4,40,94
4,57,140
4,399,1449
4,31321,46911
4,52,109
4,34,106
4,14084,25080
4,10235,16869
4,21292,33972
4,380,1276
4,10106,23652
4,42333,64532
4,56,155
4,3452,6175
4,16946,27608
4,7688,13141
4,62,219
4,29,70
4,62386,85333
4,37441,57200
4,3,4
5,1,1
5,33,33
5,299,294
5,38418,28892
5,394,1028
5,23101,28249
5,17,39
5,27591,35802
5,9132,14982
5,19,36
5,56,172
5,9600,15323
5,53,177
5,47,161
5,37819,50697
5,340,1061
5,46,112
5,35825,43490
5,52962,66210
5,9557,10416
5,68733,86369
5,21996,35172
5,25564,41100
5,6938,12286
5,21655,34521
5,497,1311
5,18,46
5,52199,73766
5,26,55
5,16901,26574
5,4,9
5,29638,43480
5,43659,69703
5,58,123
5,49129,73395
5,11182,17970
5,17797,29307
5,46,102
5,4992,8909
5,40870,54971
5,26710,39354
5,234,667
5,46,157
5,46,67
5,324,950
5,35,119
5,13,38
5,16,57
5,47,197
5,19721,30231
5,18027,28308
5,72,183
5,23,57
5,34326,45766
5,47377,62246
5,179,580
5,1,4
5,14,37
5,66,195
5,732,2226
5,13,36
5,15,46
5,13315,23404
5,0,1
5,58,139
5,14574,24316
5,5538,9628
5,652,1412
5,56495,78001
5,240,819
5,471,2553
5,279,1354
5,23,83
5,8654,14938
5,106,295
5,25,70
5,10,28
5,8569,14299
5,35,83
5,31742,45298
5,32128,46716
5,26404,38513
5,219,427
5,12,26
5,16597,27493
5,14768,23156
5,147,466
5,6365,10444
5,11,32
5,1150,6428
5,39,121
5,7306,13015
5,264,1027
5,69,246
5,11,40
5,11561,20725
5,81860,103400
5,137,326
5,31519,48637
5,13673,20076
5,10577,17238
5,33,81
5,363,1354
5,49,193
5,7000,11608
5,29426,40503
5,8,22
5,13809,22571
5,7508,12578
5,10958,18023
5,15496,24847
5,35699,49978
5,33,62
5,18869,28560
5,24436,31531
5,455,1682
5,53,153
5,284,1089
5,114,417
5,8790,14768
5,667,2797
5,4827,8606
5,22609,34043
5,8197,14784
5,31153,40807
5,3858,6449
5,32504,45121
5,32,74
5,47,122
5,696,149
5,51983,62066
5,36306,49211
5,15117,24112
5,858,2638
5,8196,12223
5,10823,17257
5,6,11
5,130,419
5,47,146
5,85,363
5,24869,34941
5,75,183
5,35088,53728
5,40102,52096
5,55,123
5,9594,15835
5,4417,8358
5,48,142
5,43,181
5,14029,21301
5,425,1666
5,19,44
5,39768,53760
5,62,154
5,89631,105940
5,385,1405
5,19,79
5,18466,27447
5,9858,15373
5,48,125
5,25,89
5,42326,57741
5,40645,53880
5,29301,39150
5,14729,22442
5,1399,2892
5,37496,54025
5,11022,16297
5,1,1
5,70,218
5,40,114
5,34733,44400
5,0,1
5,7265,13042
5,300,1191
5,84,468
5,50030,65856
5,21629,31496
5,9472,15504
5,38,81
5,7423,12717
5,8785,14017
5,369,1457
5,38,125
5,82,454
5,11370,17919
5,14339,20641
5,85,210
5,106,355
5,7815,12471
5,37070,51886
5,38,82
5,5209,7862
5,9,13
5,218,880
5,12189,19976
5,44,113
5,23962,38174
5,607,2368
5,13,36
5,57,191
5,21,65
5,16036,24170
5,913,2010
5,19,46
5,764,3288
5,18,60
5,38416,50112
5,33576,48058
5,39,80
5,39,103
5,8466,13188
5,40637,50932
5,21559,32986
5,41,90
5,32,61
5,31,99
5,491,1656
5,9065,14879
5,15467,23525
5,24520,31161
5,32029,48446
5,11,18
5,53321,71697
5,0,1
5,39700,50789
5,51,143
5,16,40
5,37782,50516
5,100339,115836
5,38,91
5,508,1633
5,4151,7592
5,14594,23399
5,257,806
5,63,219
5,134,480
5,7155,13890
5,41124,54630
5,0,1
5,173,609
5,51618,64600
5,46,93
5,6918,11934
5,22151,32674
5,30948,42887
5,41,86
5,29857,39301
5,33768,48072
5,0,1
5,26,75
5,12750,19230
5,39378,55844
5,595,2490
5,408,1722
5,67,243
5,10516,17722
5,8189,12484
5,38,109
5,24,52
5,75704,94173
5,67036,86400
5,644,2358
5,16851,25142
5,280,857
5,0,1
5,41,123
5,23579,32980
5,17133,24578
5,16655,26170
5,8025,13875
5,94,314
5,7854,13272
5,31,72
5,69558,83434
5,197,488
5,32574,45165
5,334,1076
5,10555,18606
5,98,226
5,49,129
5,74,229
5,16088,25346
5,2659,4684
5,338,522
5,47972,62831
5,191,631
5,46,146
5,17977,26237
5,55,139
5,23056,32861
5,9870,16090
5,31761,44443
5,54,127
5,19,39
5,210,824
5,33797,43778
5,48,113
5,4213,8603
5,8697,14365
5,7419,11173
5,15576,23509
5,52073,58301
5,48,54
5,7388,10856
5,1010,3565
5,19,44
5,12231,20671
5,10516,15740
5,53,114
5,10597,16865
5,1403,5231
5,7124,12689
5,13219,20000
5,5697,9454
5,2809,5616
5,37,113
5,14542,22389
5,12,34
5,18099,27156
5,12689,20346
5,94,248
5,30850,43866
5,9079,14918
5,3,3
5,22,51
5,43543,56247
5,9813,18161
5,14175,21395
5,492,1226
5,35407,43550
5,34079,46700
5,49,108
5,166,479
5,28,72
5,20714,31168
5,1976,3720
5,150,526
5,5537,9538
5,5144,8986
5,75,288
5,12485,20599
5,19,32
5,31977,44275
5,34868,45457
5,47173,68233
5,19609,28322
5,65,160
5,410,1833
5,7289,12585
5,96606,104977
5,29,53
5,30856,41058
5,24540,39420
5,15638,22940
5,58769,73165
5,110,137
5,1753,3142
5,6672,11332
5,0,1
5,54,135
5,24,56
5,7455,11399
5,470,1117
5,23422,32299
5,61,140
5,80,217
5,77,268
5,46512,53828
5,25081,37617
5,3728,6467
5,34,83
5,17,15
5,23901,36211
5,62,138
5,16580,26781
5,66741,69777
5,27496,36339
5,17707,25868
5,34,57
5,31485,43603
5,188,525
5,44,111
5,33933,44682
5,0,1
5,16,42
5,109,386
5,20095,28960
5,73,242
5,19343,31141
5,46,109
5,124,448
5,38953,52726
5,343,1139
5,794,4410
5,20,64
5,26534,35659
5,16095,23901
5,17078,23001
5,15,23
5,60,151
5,54618,52090
5,239,743
5,10051,15238
5,2974,6113
5,10767,17135
5,34605,24945
5,17972,25735
5,29586,40040
5,207,754
5,5,12
5,37040,50727
5,18428,27475
5,7220,11499
5,372,1162
5,49,167
5,76,252
5,30271,40508
5,19,42
5,30975,40235
5,895,2610
5,62,191
5,6717,11633
5,175,520
5,57908,74094
5,115,294
5,8841,15857
5,17433,23850
5,80645,90728
5,19,35
5,18,51
5,78,123
5,16941,22005
5,45368,60615
5,12035,17645
5,34210,46977
5,16231,23192
5,30337,38819
5,867,2264
5,182,640
5,164,577
5,62,229
5,8778,15280
5,404,1597
5,25311,37525
5,11234,17256
5,34888,46191
5,28,47
5,59,151
5,18153,26403
5,3283,6760
5,15180,22390
5,54555,67934
5,30,63
5,1376,2861
5,25681,37716
5,14613,22154
5,191,573
5,33705,46933
5,334,1002
5,40559,45980
5,32991,41353
5,5977,9907
5,21240,29769
5,3807,6653
5,588,2331
5,22,99
5,17,49
5,7979,13404
5,66448,80641
5,11654,17554
5,33,71
5,28,74
5,20478,30030
5,0,1
5,9666,14458
5,36,80
5,85,263
5,326,1232
5,302,1337
5,13694,21225
5,48590,65259
5,0,1
5,14009,22364
5,33209,46978
5,24821,33482
5,34745,42220
5,15872,23959
5,11000,18123
5,8923,13861
5,8062,13118
5,69,201
5,8263,12900
5,29635,41183
5,90,247
5,5342,9990
5,11620,18138
5,19520,29913
5,14542,23758
5,13646,21698
6,15176,12879
6,69314,54619
6,1387,2628
6,33804,47532
6,84,193
6,40,119
6,114,312
6,26,77
6,10667,14768
6,17596,24153
6,1,2
6,24,48
6,17119,20951
6,29197,40982
6,59,134
6,39,106
6,6418,10732
6,3043,5562
6,57517,48235
6,227,580
6,16714,22877
6,220,739
6,5435,10467
6,21230,28840
6,20678,31748
6,86,289
6,46,121
6,1695,4078
6,96595,101889
6,35,91
6,21,41
6,37340,53470
6,13278,23577
6,51,139
6,79,221
6,46,209
6,835,3495
6,31,151
6,104,548
6,44770,37913
6,29372,51214
6,249,986
6,102,537
6,27801,44033
6,2937,7924
6,9923,7772
6,23,47
6,52418,39357
6,19734,31196
6,108,310
6,26280,37498
6,47,107
6,12207,22481
6,8461,16098
6,170,706
6,11612,20371
6,13955,23130
6,31289,42041
6,28,61
6,7563,13189
6,486,2051
6,152,862
6,18433,28794
6,210,642
6,13939,23530
6,28,60
6,861,3191
6,28,71
6,53,168
6,20624,35808
6,33549,45555
6,8614,14683
6,14667,23302
6,34,88
6,12981,21553
6,29233,45271
6,5089,8971
6,46,205
6,39097,60376
6,376,1566
6,12830,21220
6,92515,111202
6,46,81
6,162,552
6,10,20
6,39892,49230
6,54,132
6,277,964
6,14434,23364
6,13130,21329
6,53,146
6,455,2046
6,0,1
6,93589,108433
6,16965,26552
6,8244,13626
6,9738,16365
6,24,52
6,20777,32839
6,40622,60158
6,37867,45085
6,40,89
6,17796,28073
6,36452,49841
6,482,1585
6,165,656
6,29477,40982
6,54,117
6,48,101
6,17695,26997
6,12101,21729
6,18188,27573
6,1131,4510
6,21801,33905
6,36327,54956
6,44882,57870
6,21,39
6,27499,40471
6,11981,19145
6,747,2608
6,191,372
6,13286,21805
6,11352,18127
6,42957,59170
6,83,211
6,8,26
6,82,315
6,9350,16525
6,1,6
6,4219,9486
6,43,125
6,306,1380
6,50567,72800
6,20393,29059
6,48,119
6,4788,8534
6,21,73
6,118,521
6,69171,88702
6,17336,25841
6,24633,38104
6,13499,21164
6,5356,8866
6,275,1068
6,98,343
6,19,56
6,5284,9191
6,96,338
6,8182,13694
6,64,196
6,7,15
6,191,774
6,4,15
6,12132,19280
6,2022,3869
6,9844,17456
6,36368,46055
6,118,284
6,11122,17691
6,44,120
6,27,72
6,9557,16124
6,19047,27837
6,11076,18691
6,21654,33515
6,54,124
6,13151,21462
6,12223,20360
6,24,58
6,695,2553
6,42,139
6,18,104
6,31,73
6,4,13
6,11249,18170
6,12830,20778
6,16084,25729
6,137,493
6,30715,44027
6,74,185
6,30921,43994
6,25032,35286
6,45,93
6,23411,35738
6,39,93
6,38565,55142
6,77,185
6,8590,14009
6,0,1
6,13109,20805
6,36,73
6,17,37
6,20823,29940
6,0,1
6,20945,32811
6,419,1696
6,8552,14539
6,37347,54411
6,3187,6387
6,115,404
6,4,4
6,14076,23918
6,9822,17077
6,68,192
6,57698,78196
6,9,14
6,40872,55132
6,29,60
6,44,105
6,192,808
6,32,92
6,67,290
6,359,1845
6,5967,11714
6,28479,39869
6,0,1
6,708,2680
6,12148,20448
6,51908,71231
6,7835,13006
6,10,15
6,29,88
6,35798,53621
6,41,99
6,32613,46030
6,51,129
6,48,126
6,50,152
6,38,114
6,36,107
6,18,52
6,2225,4322
6,3,9
6,67,252
6,11553,20308
6,188,548
6,34073,50085
6,947,2929
6,349,2029
6,27555,43537
6,37,80
6,907,3020
6,14605,22953
6,26,55
6,15753,24397
6,293,1032
6,9866,17335
6,30521,43021
6,13986,22770
6,80,214
6,384,1307
6,15418,25429
6,166,572
6,26,63
6,330,1683
6,14996,24879
6,19,35
6,15629,24217
6,33015,45382
6,22283,33010
6,247,743
6,11669,21481
6,352,1460
6,108,224
6,46,134
6,0,1
6,96434,110119
6,23622,33245
6,50,102
6,138,420
6,45,132
6,72017,97153
6,46078,66801
6,297,949
6,76006,94355
6,35646,51357
6,41,90
6,281,1246
6,41,135
6,18,57
6,7246,13192
6,25,74
6,4950,9213
6,0,1
6,29659,40554
6,14741,23554
6,3558,7360
6,98,430
6,4131,7980
6,27734,46967
6,42731,59173
6,3889,6873
6,1159,5200
6,34035,44870
6,146,358
6,40,115
6,9254,15366
6,35710,45442
6,7664,12790
6,27324,39941
6,12738,19342
6,44271,52869
6,39,77
6,33310,43153
6,61075,75428
6,38394,46145
6,249,866
6,17,43
6,40260,54706
6,5976,10464
6,23840,33469
6,46970,61343
6,118,278
6,34646,46107
6,16595,26180
6,47,118
6,45,138
6,26,65
6,81083,94425
6,12346,17921
6,16,31
6,66,176
6,35,104
6,32512,44985
6,0,1
6,42437,62955
6,105,233
6,11092,17376
6,285,770
6,19121,27883
6,74,216
6,22522,32930
6,25614,37963
6,117,307
6,28,83
6,346,1226
6,39,132
6,12408,19776
6,34328,51875
6,9266,14752
6,57561,75582
6,80,240
6,17043,25486
6,18,32
6,58,136
6,25750,35002
6,35605,47242
6,151,403
6,27,78
6,3,9
6,342,813
6,73483,92857
6,60194,77120
6,30064,40080
6,23986,34091
6,15,32
6,5902,10213
6,442,966
6,87,329
6,9781,15543
6,23,54
6,24,51
6,61194,78527
6,84159,100524
6,64335,77410
6,70,123
6,14000,22581
6,30,70
6,375,1128
6,4017,7129
6,63,212
6,8076,14077
6,18,31
6,47,142
6,12889,20459
6,98,242
6,38407,53732
6,387,1136
6,10604,17503
6,48020,65743
6,41716,51573
6,6,5
6,17615,24033
6,84059,57241
6,61390,35283
6,79208,41670
6,11059,18496
6,13207,21015
6,11603,19211
6,87,276
6,58,175
6,0,1
6,32,88
6,5812,10512
6,21308,32382
6,55,121
6,28888,40632
6,61922,83267
6,25792,35530
6,16489,25236
6,2615,4555
6,30685,21826
6,36414,31968
6,48,105
6,57959,73203
6,70,188
6,30,86
6,3378,6181
6,51,170
6,28,76
6,17,55
6,22033,32401
6,273,952
6,17206,27803
6,46,96
6,14004,22197
6,5931,9571
6,19004,30584
6,436,1984
6,28,74
6,980,4178
6,2,5
6,7519,14182
6,18108,28786
6,118,274
6,478,1946
6,86,201
6,23732,34234
6,1,1
6,76,176
6,19323,28263
6,21814,33898
6,88025,103533
6,16244,24138
6,13253,20848
6,27,74
6,13364,21078
6,60,153
6,25,72
6,39471,56205
6,34194,44521
6,10629,18228
6,311,992
6,23,85
6,38,114
6,15199,24341
6,72,159
6,105,284
6,12987,20453
6,72,188
6,49111,67763
6,20398,30053
6,162,425
6,33,99
6,37720,48848
6,101036,115146
6,173,522
6,8157,14207
6,29,70
6,71089,85028
6,860,1928
6,8425,13604
6,14,31
6,5788,10990
6,8700,14951
6,12128,19414
6,7833,13626
6,112,361
6,33012,52650
6,39458,60506
6,34,72
6,7959,13828
6,57,174
6,311,1201
6,112,571
6,38682,59722
6,10,18
6,82607,107321
6,50835,72659
6,9819,16423
6,12912,21002
6,6326,11372
6,49757,98002
6,10079,22304
6,29127,75885
6,6183,15051
6,12,52
6,40797,96938
6,8594,24513
6,2225,6444
6,12,48
6,10900,29665
6,24397,68874
6,43225,113808
6,8404,25945
6,10,46
6,27,160
6,10,28
6,18,135
6,22225,64696
7,14765,12000
7,7,13
7,51,161
7,45542,39480
7,68,129
7,9164,14846
7,27,80
7,27764,35834
7,25723,33618
7,85327,103656
7,948,3378
7,147,552
7,16666,23960
7,1185,4730
7,68,226
7,258,1276
7,0,1
7,8448,14131
7,18021,26742
7,41564,52873
7,0,1
7,210,580
7,1,1
7,10138,16841
7,71,190
7,30497,45134
7,65,124
7,387,1239
7,43806,45609
7,55929,74822
7,46080,69973
7,54954,83699
7,9403,15754
7,80,283
7,13154,23535
7,31052,54544
7,130,489
7,6220,11636
7,13243,25309
7,30773,48519
7,26,57
7,37206,52636
7,1032,3705
7,37,126
7,36270,53546
7,832,3103
7,12469,21384
7,6398,11449
7,15738,26119
7,62,126
7,916,1554
7,76,294
7,27,92
7,10,22
7,2655,5367
7,9409,16628
7,9635,15928
7,8479,15048
7,93,352
7,19,46
7,866,3831
7,1,6
7,50,298
7,35777,53668
7,93798,110562
7,17100,23344
7,35,84
7,8554,14007
7,9330,14954
7,6224,11031
7,37004,54269
7,72,155
7,0,1
7,32,70
7,26276,35250
7,153,420
7,38,103
7,42333,53029
7,10624,17373
7,17,33
7,133,416
7,338,1214
7,49,164
7,51,183
7,21,64
7,19,62
7,8011,13246
7,8839,14432
7,10236,15430
7,64616,78493
7,11859,17982
7,77,174
7,661,2553
7,4,6
7,9955,15239
7,22471,32668
7,84,289
7,33012,46767
7,243,691
7,41,125
7,30,78
7,19676,29469
7,224,655
7,19,62
7,26734,38909
7,87,240
7,37,125
7,56486,47658
7,42,83
7,31,75
7,31,69
7,33527,35021
7,35115,44613
7,146,409
7,306,1138
7,54,167
7,45062,59727
7,498,1359
7,16725,24249
7,13273,21761
7,55697,76956
7,19175,26964
7,34886,47019
7,30933,48601
7,60,173
7,10427,17445
7,32199,41691
7,63,133
7,59,169
7,53,158
7,10192,16361
7,58557,75349
7,57,171
7,7659,12691
7,16148,25387
7,59375,74488
7,11025,18862
7,2216,4321
7,36438,49534
7,36,71
7,11775,18400
7,219,644
7,49,166
7,162,579
7,10597,18090
7,18,44
7,19686,27601
7,33212,44709
7,12540,19446
7,13346,22425
7,22098,31830
7,15096,22702
7,35810,55660
7,38,81
7,13472,21017
7,178,615
7,23708,32920
7,173,553
7,17722,28018
7,18831,29456
7,56305,73971
7,2318,4204
7,53,157
7,2869,5664
7,36210,49036
7,196,538
7,31223,48363
7,43075,60606
7,4226,7329
7,69,215
7,29,113
7,23283,35782
7,4993,8591
7,79298,92570
7,9531,14715
7,14521,22014
7,52,139
7,20249,31758
7,111,280
7,26493,37985
7,51731,65572
7,640,1280
7,129,442
7,428,1711
7,36291,48339
7,44633,55505
7,131,347
7,164,477
7,97,420
7,43744,61599
7,611,1332
7,12368,21161
7,26,53
7,43,88
7,1242,5259
7,37,172
7,6725,13420
7,38494,51093
7,226,207
7,15092,23289
7,986,4271
7,4689,8534
7,22138,31848
7,0,1
7,5816,9886
7,10646,16782
7,12066,18658
7,13060,21109
7,67,178
7,37050,55102
7,641,2466
7,12,35
7,0,1
7,15535,22502
7,23276,32967
7,20423,28753
7,103,298
7,258,945
7,7,17
7,27175,38683
7,210,602
7,13458,20568
7,3327,5925
7,27,63
7,37149,48724
7,190,549
7,32280,43868
7,61,120
7,11,23
7,694,2802
7,20541,29090
7,17335,24159
7,31271,41846
7,13,19
7,12215,16517
7,40409,50569
7,325,1118
7,132,669
7,10883,16477
7,258,781
7,0,1
7,287,1295
7,18274,24583
7,24,37
7,0,1
7,10782,16831
7,11799,15644
7,36,111
7,3428,6082
7,15363,23432
7,0,1
7,200,781
7,21966,32600
7,15398,24945
7,402,1195
7,13189,24205
7,7142,11614
7,92,222
7,29387,35604
7,81,206
7,0,1
7,16215,24910
7,16201,24317
7,11978,17999
7,28,66
7,6072,11087
7,35433,46548
7,20485,29557
7,55,114
7,54,116
7,7178,13649
7,40387,56136
7,13718,21026
7,8494,14241
7,503,860
7,12740,19868
7,123,356
7,100,383
7,7,19
7,7507,12168
7,18904,24757
7,95,222
7,11559,17916
7,1292,2207
7,63,232
7,31,92
7,5241,9901
7,3613,6008
7,61924,80018
7,26399,35225
7,18,37
7,10623,17642
7,114,347
7,45516,58966
7,109,266
7,17786,26160
7,17452,25963
7,10214,16502
7,996,1775
7,39,117
7,31,70
7,8809,14264
7,49,136
7,18,43
7,40,155
7,43,146
7,446,1984
7,481,1953
7,9490,14937
7,15328,21761
7,32,52
7,12682,18937
7,11642,19045
7,37820,47801
7,15,38
7,23668,31067
7,245,675
7,34864,45582
7,60,167
7,24892,35722
7,38,79
7,72,167
7,505,1760
7,26,66
7,2796,5486
7,5859,11132
7,21476,28350
7,47,139
7,11,22
7,336,1255
7,29205,40444
7,17266,24403
7,53,118
7,26,64
7,509,2286
7,13095,20399
7,0,1
7,40,111
7,17647,27462
7,95,281
7,11106,18151
7,109714,116161
7,42,75
7,38,96
7,28392,36318
7,312,1057
7,4,9
7,19670,28541
7,0,1
7,20,57
7,18469,29113
7,30476,44878
7,35,75
7,1599,2911
7,27,108
7,627,2686
7,18,82
7,185,930
7,91,340
7,7333,11950
7,26505,37453
7,36656,44067
7,37,64
7,10125,15793
7,23132,31772
7,8586,13451
7,418,1625
7,290,1427
7,44568,63113
7,19697,28904
7,36430,47734
7,7908,13177
7,18687,26811
7,35903,44837
7,40,81
7,12405,19654
7,260,751
7,15,42
7,190,793
7,64,266
7,32568,42890
7,46978,57653
7,36789,47010
7,75,235
7,46,126
7,502,1621
7,20765,30882
7,129,289
7,39,86
7,274,1055
7,530,1939
7,37764,47941
7,44960,61377
7,39689,49596
7,56,121
7,29,67
7,13,31
7,23,50
7,138,410
7,29564,42673
7,58,130
7,8286,13721
7,1377,4707
7,78104,94287
7,66367,83080
7,68334,77081
7,83,184
7,419,1207
7,51778,66543
7,18859,26952
7,14142,20199
7,100,234
7,7642,13407
7,32683,40844
7,293,833
7,68,242
7,97805,106569
7,17422,23880
7,38,114
7,29,54
7,39211,48895
7,33825,43004
7,14,22
