average_duration,median_duration,min_duration,max_duration,25th_percentile_duration,75th_percentile_duration,average_visited_nodes,median_visited_nodes,min_visited_nodes,max_visited_nodes,25th_percentile_visited_nodes,75th_percentile_visited_nodes,correlation_coefficient
9986.382875,2801.0,0,114521,0.0,16253.75,17250.374125,6146.0,1,103029,1.0,28910.75,0.9762726345578222
